"position","isCandidate","isCandidateDelete","nbTrial","nbCompile","nbSosie","nbTest","nbAssert","maxDeep","meanDeep","medianDeep","minDeep","methodNameInTests","methodClassTargetByTests","nbDiff","nbStaticDiff"
"org.apache.commons.codec.net.RFC1522Codec:142","true","true",0,0,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:143","true","true",4,4,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:145","true","true",3,2,0,1,0,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:144","true","true",5,4,2,1,0,1,1,1,1,0,1,1,0
"org.apache.commons.codec.net.RFC1522Codec:147","true","false",4,3,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:149","true","true",3,1,0,1,0,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:148","true","true",4,2,0,1,0,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:151","true","true",2,2,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:152","true","true",3,3,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:153","true","false",2,0,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:154","true","true",0,0,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:155","true","false",0,0,0,10,26,3,2,2,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:105","true","false",2,2,0,1,2,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:104","true","true",4,4,2,1,2,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:107","true","false",0,0,0,1,2,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:72","true","false",3,0,0,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:73","true","true",2,2,0,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:74","true","true",3,3,0,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:75","true","true",5,5,2,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:76","true","true",5,5,0,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:77","true","true",4,4,0,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:78","true","false",4,1,0,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:79","true","true",2,2,0,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:80","true","true",1,1,0,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.RFC1522Codec:81","true","false",2,1,0,8,24,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.URLCodec:210","true","false",3,2,0,9,24,4,2.5,3,1,0.666666666666667,1,0,0
"org.apache.commons.codec.net.URLCodec:163","false","false",0,0,0,1,1,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.URLCodec:162","true","true",1,1,0,1,1,1,1,1,1,0,1,0,0
"org.apache.commons.codec.net.URLCodec:165","true","false",1,0,0,10,25,5,3,3,1,0,1,0,0
"org.apache.commons.codec.net.URLCodec:167","true","false",1,1,0,9,24,5,3.5,4,2,0,1,0,0
"org.apache.commons.codec.net.URLCodec:169","true","true",0,0,0,3,8,5,4,4,3,0,1,0,0
"org.apache.commons.codec.net.URLCodec:172","true","false",2,0,0,6,18,5,4,4,3,0,1,0,0
"org.apache.commons.codec.net.URLCodec:173","true","false",3,2,0,6,18,5,4,4,3,0,1,0,0
"org.apache.commons.codec.net.URLCodec:174","true","true",5,3,0,6,18,5,4,4,3,0,1,0,0
"org.apache.commons.codec.net.URLCodec:171","true","true",14,8,0,6,18,5,4,4,3,0,1,0,0
"org.apache.commons.codec.net.URLCodec:179","true","true",2,1,0,7,18,5,3.5,4,2,0,1,0,0
"org.apache.commons.codec.net.URLCodec:170","true","true",17,10,0,9,24,5,3.5,4,2,0,1,0,0
"org.apache.commons.codec.net.URLCodec:168","true","true",20,12,1,9,24,5,3.5,4,2,0,1,0,0
"org.apache.commons.codec.net.URLCodec:166","true","true",25,15,1,9,24,5,3.5,4,2,0,1,0,0
"org.apache.commons.codec.net.URLCodec:182","true","false",1,0,0,10,25,5,3,3,1,0,1,0,0
"org.apache.commons.codec.net.URLCodec:194","true","false",2,1,0,7,16,4,2.5,3,1,0.714285714285714,1,0,0
"org.apache.commons.codec.net.URLCodec:123","false","false",1,1,0,1,1,2,2,2,2,0,1,0,0
"org.apache.commons.codec.net.URLCodec:122","true","true",2,2,0,1,1,2,2,2,2,0,1,0,0
"org.apache.commons.codec.net.URLCodec:126","true","true",3,2,0,1,2,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.URLCodec:125","true","true",6,3,0,1,2,1,1,1,1,1,1,0,0
"org.apache.commons.codec.net.URLCodec:129","true","false",1,0,0,8,18,5,3,3,1,0.125,1,0,0
"org.apache.commons.codec.net.URLCodec:131","true","false",5,1,0,7,17,5,3.25,4,1,0.142857142857143,1,0,0
"org.apache.commons.codec.net.URLCodec:133","true","true",6,6,1,2,5,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.URLCodec:132","true","true",8,8,1,2,5,4,3.5,4,3,0,1,0,0
"org.apache.commons.codec.net.URLCodec:137","true","true",1,1,0,4,9,5,3.25,4,1,0.25,1,0,0
"org.apache.commons.codec.net.URLCodec:136","true","true",1,1,0,4,9,5,3.25,4,1,0.25,1,0,0
"org.apache.commons.codec.net.URLCodec:139","true","true",2,1,0,6,15,5,3.25,4,1,0.166666666666667,1,0,0
