uuid;type;name;position;status;diff;graphDiff;branchDiff;variableDiff;exceptionDiff;nbTest;maxDeep;meanDeep;medianDeep;minDeep;staticDiff;nodeTransplantationPoint;nodeTransplant
726b57bb-2bf4-11e5-bebb-ad9eca1dedc9;adrStmt;delete;org.apache.commons.lang3.builder.DiffBuilder:820;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;NA
f7f4ab9b-2e70-11e5-b017-a113c4142ec3;adrStmt;replace;org.apache.commons.lang3.event.EventListenerSupport:229;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtForEachImpl;CtInvocationImpl
0d595173-2c19-11e5-9d03-ff2f83912d48;adrStmt;add;org.apache.commons.lang3.AnnotationUtils:201;1;0;0;0;0;0;1;1;1.0;1.0;1.0;true;CtTryImpl;CtInvocationImpl
c0d5bf38-2bfa-11e5-921c-951737d90533;adrStmt;replace;org.apache.commons.lang3.builder.ToStringStyle:516;-1;0;0;0;0;0;3;8;5.0;5.0;3.0;false;CtIfImpl;CtInvocationImpl
75ae71d6-2e31-11e5-98f4-65f2fda9cc00;adrStmt;replace;org.apache.commons.lang3.exception.ExceptionUtils:555;-2;0;0;0;0;0;4;3;2.0;2.0;1.0;false;CtLocalVariableImpl;CtLocalVariableImpl
b71b003b-2e66-11e5-a20b-c31d7d81a1bd;adrStmt;add;org.apache.commons.lang3.text.StrBuilder:2679;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
b431ecae-2c04-11e5-a20c-77f8b74388be;adrStmt;delete;org.apache.commons.lang3.math.IEEE754rUtils:76;-2;0;0;0;0;0;2;1;1.0;1.0;1.0;false;CtReturnImpl;NA
27c0d941-2e66-11e5-adfa-556035a4b2c2;adrStmt;delete;org.apache.commons.lang3.text.StrBuilder:1578;0;0;0;0;0;0;1;1;1.0;1.0;1.0;true;CtInvocationImpl;NA
d365d88a-2bff-11e5-876e-89013f6c1a2e;adrStmt;replace;org.apache.commons.lang3.StringUtils:445;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;CtIfImpl
1b8ee79b-2e5b-11e5-897d-bd3f010f9f2d;adrStmt;delete;org.apache.commons.lang3.ClassUtils:733;0;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;NA
d15ccb3b-2c0b-11e5-bc4c-5beff58d1623;adrStmt;add;org.apache.commons.lang3.ArrayUtils:2654;-2;0;0;0;0;0;2;2;1.5;2.0;1.0;false;CtReturnImpl;CtIfImpl
eeb9d6cd-2e17-11e5-ba71-130dcbbda996;adrStmt;replace;org.apache.commons.lang3.ArrayUtils:4971;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtReturnImpl;CtIfImpl
ebf66d1e-2c1c-11e5-b63d-e1f9b2a067a1;adrStmt;replace;org.apache.commons.lang3.builder.EqualsBuilder:403;-1;0;0;0;0;0;32;11;6.25;7.0;3.0;false;CtInvocationImpl;CtInvocationImpl
1dec7496-2c1c-11e5-8abd-6190aa840723;adrStmt;replace;org.apache.commons.lang3.text.StrMatcher:190;-1;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtIfImpl;CtIfImpl
ab0794d5-2bf9-11e5-b484-2b65a5ea0d9d;adrStmt;replace;org.apache.commons.lang3.AnnotationUtils:129;-2;0;0;0;0;0;6;5;3.0;3.0;1.0;false;CtLocalVariableImpl;CtLocalVariableImpl
5cb32e05-2c15-11e5-aaff-0321c1e8501e;adrStmt;replace;org.apache.commons.lang3.ClassUtils:685;-2;0;0;0;0;0;8;5;2.75;3.0;1.0;false;CtReturnImpl;CtIfImpl
9f8f65ac-2c0d-11e5-b6f2-11a3f3c99cc2;adrStmt;add;org.apache.commons.lang3.builder.ToStringStyle:1590;-2;0;0;0;0;0;24;6;5.0;5.0;4.0;false;CtReturnImpl;CtReturnImpl
