"position","isCandidate","isCandidateDelete","nbTrial","nbCompile","nbSosie","nbTest","nbAssert","maxDeep","meanDeep","medianDeep","minDeep","methodNameInTests","methodClassTargetByTests","nbDiff","nbStaticDiff"
"org.apache.commons.lang3.math.Fraction:663","true","false",1,1,0,5,126,33,17.5,18,2,0,1,0,0
"org.apache.commons.lang3.math.Fraction:694","true","false",3,2,0,1,27,3,3,3,3,0,1,0,0
"org.apache.commons.lang3.math.Fraction:697","true","true",2,2,0,1,27,3,3,3,3,0,1,0,0
"org.apache.commons.lang3.math.Fraction:695","true","true",6,3,0,1,27,3,3,3,3,0,1,0,0
"org.apache.commons.lang3.math.Fraction:699","true","false",1,1,0,1,27,3,3,3,3,0,1,0,0
"org.apache.commons.lang3.math.Fraction:933","true","true",0,0,0,1,11,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:935","true","true",2,2,1,1,11,1,1,1,1,1,1,1,1
"org.apache.commons.lang3.math.Fraction:937","true","true",2,2,0,1,11,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:943","true","false",1,0,0,1,11,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:945","true","true",0,0,0,1,11,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:947","true","true",2,2,0,1,11,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:944","true","true",3,3,0,1,11,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:953","true","true",3,3,0,1,11,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:938","true","true",9,7,0,1,11,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:936","true","true",13,10,0,1,11,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:934","true","true",15,12,1,1,11,1,1,1,1,1,1,1,1
"org.apache.commons.lang3.math.Fraction:932","true","true",19,15,1,1,11,1,1,1,1,1,1,1,1
"org.apache.commons.lang3.math.Fraction:931","true","true",19,15,1,1,11,1,1,1,1,1,1,1,1
"org.apache.commons.lang3.math.Fraction:958","true","false",4,2,1,1,11,1,1,1,1,1,1,0,1
"org.apache.commons.lang3.math.Fraction:913","true","true",1,1,0,1,8,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:912","true","true",2,2,0,1,8,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:918","true","false",2,2,1,1,8,1,1,1,1,1,1,0,1
"org.apache.commons.lang3.math.Fraction:432","false","false",0,0,0,1,4,1,1,1,1,0,1,0,0
"org.apache.commons.lang3.math.Fraction:529","false","false",0,0,0,1,9,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:528","true","true",1,1,0,1,9,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:531","true","false",3,1,0,1,9,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:713","true","false",0,0,0,1,30,1,1,1,1,1,1,0,0
"org.apache.commons.lang3.math.Fraction:742","true","true",1,1,0,2,57,2,2,2,2,0,1,0,0
