uuid;type;name;position;status;diff;graphDiff;branchDiff;variableDiff;exceptionDiff;nbTest;maxDeep;meanDeep;medianDeep;minDeep;staticDiff;nodeTransplantationPoint;nodeTransplant
9239e2ed-4306-11e5-9f41-d9aa068fbbc0;adrStmt;replace;org.apache.commons.codec.binary.BaseNCodec:269;-2;0;0;0;0;0;95;42;22.0;22.0;2.0;false;CtIfImpl;CtIfImpl
64248ae3-42ad-11e5-bb09-13fd30a33dc9;adrStmt;add;org.apache.commons.codec.language.SoundexUtils:112;-2;0;0;0;0;0;3;3;2.0;3.0;1.0;false;CtReturnImpl;CtReturnImpl
eb842989-4444-11e5-8d47-71bf0145ceee;adrStmt;replace;org.apache.commons.codec.digest.UnixCrypt:288;-1;0;0;0;0;0;4;4;3.0;3.0;2.0;false;CtAssignmentImpl;CtAssignmentImpl
b5720b4b-42b2-11e5-9275-916c263088d0;adrStmt;replace;org.apache.commons.codec.digest.Sha2Crypt:543;-2;0;0;0;0;0;9;5;3.0;3.0;1.0;false;CtReturnImpl;CtIfImpl
f42debf7-4321-11e5-8363-abecbeda0bca;adrStmt;replace;org.apache.commons.codec.language.Metaphone:389;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtIfImpl;CtIfImpl
6ea277e8-42d0-11e5-86ca-b9a558fd88b7;adrStmt;replace;org.apache.commons.codec.net.BCodec:104;-1;0;0;0;0;0;4;4;2.6666666666666665;3.0;1.0;false;CtReturnImpl;CtReturnImpl
9352f9b4-42c4-11e5-9f7c-c904d2dac6db;adrStmt;replace;org.apache.commons.codec.net.QuotedPrintableCodec:504;-2;0;0;0;0;0;1;1;1.0;1.0;1.0;false;CtIfImpl;CtReturnImpl
3dfac13f-437b-11e5-9611-db90d8b5de8e;adrStmt;add;org.apache.commons.codec.binary.BinaryCodec:281;-1;0;0;0;0;0;3;2;1.5;2.0;1.0;false;CtAssignmentImpl;CtAssignmentImpl
8a68642e-42e1-11e5-aa6c-1fe3f850fdaa;adrStmt;delete;org.apache.commons.codec.digest.Sha2Crypt:368;-1;0;0;0;0;0;12;6;4.0;4.0;2.0;false;CtIfImpl;NA
d755930f-4337-11e5-90c5-4daf66c36d11;adrStmt;delete;org.apache.commons.codec.digest.HmacUtils:790;0;0;0;0;0;0;2;1;1.0;1.0;1.0;true;CtInvocationImpl;NA
183e1b8a-42b7-11e5-8a38-bb434bb1db56;adrStmt;delete;org.apache.commons.codec.language.MatchRatingApproachEncoder:163;-2;0;0;0;0;0;8;2;1.5;2.0;1.0;false;CtLocalVariableImpl;NA
12033ac8-430f-11e5-8281-41acb6ce3c75;adrStmt;add;org.apache.commons.codec.binary.Hex:275;-2;0;0;0;0;0;4;1;1.0;1.0;1.0;false;CtReturnImpl;CtReturnImpl
9f2be86f-4477-11e5-8995-6d67e63ba4fc;adrStmt;replace;org.apache.commons.codec.digest.UnixCrypt:353;-1;0;0;0;0;0;4;4;3.0;3.0;2.0;false;CtAssignmentImpl;CtAssignmentImpl
67a6171c-42b5-11e5-806b-5ba5d8722266;adrStmt;delete;org.apache.commons.codec.binary.Base32:497;-1;0;0;0;0;0;6;22;12.0;12.0;2.0;false;CtOperatorAssignmentImpl;NA
0cf83eb2-42b4-11e5-93d2-8df6e6c085dd;adrStmt;replace;org.apache.commons.codec.digest.UnixCrypt:378;-1;0;0;0;0;0;4;4;3.0;3.0;2.0;false;CtUnaryOperatorImpl;CtAssignmentImpl
f6728575-42cc-11e5-908f-675d61446cea;adrStmt;replace;org.apache.commons.codec.binary.StringUtils:235;-1;0;0;0;0;0;62;4;2.5;3.0;1.0;false;CtReturnImpl;CtReturnImpl
5c6ff4de-42db-11e5-bbb5-4373669d8992;adrStmt;delete;org.apache.commons.codec.binary.Base32:446;-2;0;0;0;0;0;20;22;11.5;12.0;1.0;false;CtLocalVariableImpl;NA
fd770a95-43ca-11e5-9aae-09dcf20696a6;adrStmt;replace;org.apache.commons.codec.digest.Sha2Crypt:150;-1;0;0;0;0;0;2;2;2.0;2.0;2.0;false;CtAssignmentImpl;CtAssignmentImpl
d65ff02d-430f-11e5-a64d-070538b6fc05;adrStmt;replace;org.apache.commons.codec.language.DoubleMetaphone:522;-1;0;0;0;0;0;2;2;2.0;2.0;2.0;false;CtInvocationImpl;CtInvocationImpl
27011568-4446-11e5-810b-d588f5d365cc;adrStmt;delete;org.apache.commons.codec.language.SoundexUtils:50;0;0;0;0;0;0;50;5;3.5;4.0;2.0;false;CtUnaryOperatorImpl;NA
